id,name,class
2418f620-6fed-42c9-9830-5157721f7d5b,F0001-GM,1
26db0360-8544-439b-96ed-43820d7644a1,F0001-GM,1
29c6d663-8342-4dc9-a9b9-4997c0ea4532,F0001-GM,1
34861585-d1f6-4432-8ff7-93b0af5546aa,F0001-GM,1
34d61006-0be3-4eaa-ba6f-0c9260e5b811,F0001-GM,1
35f75373-99a5-47ad-a64a-1c321e397b4a,F0001-GM,1
363088f5-c225-4c0c-853c-dcd924cad521,F0001-GM,1
3dd0cacd-f3ef-483c-9d02-826cd0de342a,F0001-GM,1
41be10cb-47b1-4038-8965-e404aa146879,F0001-GM,1
424d2c30-b412-4ae3-98c6-0dd2bdbdb6e7,F0001-GM,1
43a67112-df52-42e3-9f01-e89e5edc45d5,F0001-GM,1
4b0965f4-6496-499d-81b9-694e68a07573,F0001-GM,1
55d44c35-267a-4dd7-b7e5-c652b2e7595d,F0001-GM,1
5ab354e7-9fcd-4a7a-9b1e-82656c32a42e,F0001-GM,1
6bd21392-cf93-49bc-8e9c-8a3f9b66fc97,F0001-GM,1
72b52608-46ef-4f65-9347-a6bdffb85f5b,F0001-GM,1
767c901d-dfd3-4097-8762-d413bf157b9d,F0001-GM,1
7711c0de-cc93-4ddf-9816-54341e534d42,F0001-GM,1
7a2d2bcf-f39f-4af3-a573-a639d625c55c,F0001-GM,1
83f5776d-e8c5-43b9-94f6-4041429aa6ae,F0001-GM,1
867240a1-be70-44fc-ba5c-e9b0c4ed7ecb,F0001-GM,1
9be9891f-9d1b-4bac-8d9e-e1c2d1348ee2,F0001-GM,1
9e955cdb-8b35-482a-88da-d400f33bc1f2,F0001-GM,1
a6548449-e08b-454f-8ff3-e16fb76e4a76,F0001-GM,1
a725057d-783d-496e-96fd-e6c8080a2c95,F0001-GM,1
a868725f-c270-4419-8d26-e77793c6b5fa,F0001-GM,1
ac0a845d-113b-4e38-9c57-d54d04aa39c5,F0001-GM,1
cb32dc61-72a5-411c-9064-134e0876af32,F0001-GM,1
cd65bfae-66ed-408d-ac38-19d746fa771c,F0001-GM,1
d47f6a78-b69c-47d8-8619-0cb9b955239c,F0001-GM,1
dbf47204-e346-4789-ae9d-473c86c5979e,F0001-GM,1
e6cce947-8465-4706-8050-d86e277569f9,F0001-GM,1
e7f63ddd-f0b2-401a-a35f-9186c9b36607,F0001-GM,1
ea7135ea-bbe4-4910-9800-4daf1ddb3e09,F0001-GM,1
f86d38ce-ce93-4739-95cd-c1d6e0dbc9aa,F0001-GM,1
fa353323-a03d-4f41-a869-3b480e666344,F0001-GM,1
03c3f2fb-61dd-4ae6-98b2-47cdca0e5d39,F0001-M,2
085ca664-b1de-45f3-8408-bf514b54a468,F0001-M,2
0862a84a-5801-4d59-bf6e-e0ef3b5f6787,F0001-M,2
180595a4-dbe0-44a2-add7-0cba65a56e00,F0001-M,2
1836ac1b-81f9-40d3-8061-c2f8eedd2be2,F0001-M,2
21258383-8336-4c46-9108-c7286c7c895e,F0001-M,2
2c750439-4e8d-4556-9b5f-7d42e03158f5,F0001-M,2
2cb422f1-1a93-428c-b8f5-ff5f21630ddf,F0001-M,2
2fdbb563-9cd9-49fb-bc37-7c1c8d4eef4c,F0001-M,2
3d6c4197-d701-4957-9381-e2f68e35892b,F0001-M,2
519d8777-1f93-4423-beeb-08be52afbd94,F0001-M,2
52bc1bca-f89b-4359-b1cf-b7dfd53e3b40,F0001-M,2
55d1e6e4-b9bf-4c71-b28c-323525cff70a,F0001-M,2
5adc126b-80e6-4cc1-b1cc-73bf1104e109,F0001-M,2
5db372e1-828c-469d-a0bc-0ec0ba9eca10,F0001-M,2
6782c34b-619d-4915-8661-74d6545705f0,F0001-M,2
6982c536-496f-4caf-b240-e87ad7741e68,F0001-M,2
715daff9-ffac-46fd-9e33-e97ad78274b2,F0001-M,2
7612794c-e74d-47dc-82a3-dd456014078b,F0001-M,2
77b4bf2b-5bf7-4768-b7f7-90fe2e90459d,F0001-M,2
7d931661-8914-4204-a966-feca6f214f14,F0001-M,2
8e154846-d4e1-4ac0-b0ee-8793f9fa4c37,F0001-M,2
8fd3fcaa-1d34-4a49-876c-060e3ccbea45,F0001-M,2
9322d407-0d5e-48f7-ba9e-edc5f37a026f,F0001-M,2
a748fc77-f65e-4430-9440-a446cd2a2f7b,F0001-M,2
ae5c63e6-dd00-432c-82e9-2d4efe523c8c,F0001-M,2
b57b636b-6e81-4c14-b3bd-d1ec6c23161a,F0001-M,2
b92302a1-b490-4f55-ab4e-6762719d79eb,F0001-M,2
bb8c34ec-8c2d-4401-b6c0-98e9a7312e4c,F0001-M,2
be6d769e-141b-4a77-ab73-470deb63b8c2,F0001-M,2
c57f07ee-d447-45e3-bf9b-62525bb4db86,F0001-M,2
cb8d768b-cc26-40d9-86ee-be2635ecee63,F0001-M,2
ce2c31fa-e87d-4b1e-88d3-d64648f3716d,F0001-M,2
d4e77abd-842b-4998-b66a-d9757ad06756,F0001-M,2
dd3fd176-a743-46b1-94a8-61f5ef120479,F0001-M,2
de2dc3b0-b628-4788-af73-d3f662a8198f,F0001-M,2
de9ae383-74e6-4aee-a1c8-1836cde1f179,F0001-M,2
e37f7105-9034-45e7-91fa-a4638b9bc07b,F0001-M,2
e77ac303-745a-4ee3-ac57-72093e8ecc77,F0001-M,2
e8e78c66-e703-4c5b-8944-e672f0e09de2,F0001-M,2
eac411ed-61dc-4ba3-a1f1-0a9a8c6c009e,F0001-M,2
ecad393b-d3c4-4679-972c-f1f610d7a31e,F0001-M,2
ed147760-7e47-44c7-82f9-00329c6b0e48,F0001-M,2
f00fbbb4-04ae-4ac9-8bcc-4f8b7f506736,F0001-M,2
fd12c312-4f35-4648-ae2b-90d643931fb9,F0001-M,2
ff249004-4658-4ffc-b897-dfaaee338711,F0001-M,2
00d049cd-ef46-4699-9409-912682c5f773,F0003-D,3
0590832c-7682-4ad6-8905-23d6f4180263,F0003-D,3
0875ae7b-4889-408f-a330-1577a0c78963,F0003-D,3
1579bbba-8bbe-4f13-89a8-253fcb5b644e,F0003-D,3
1bc37b60-c8a3-40b1-afa2-9064d869ba6a,F0003-D,3
1e17380c-c9b0-47bc-8003-f67448893ba3,F0003-D,3
1f5c3659-3d99-412c-a0c9-f2cabce00886,F0003-D,3
1fbb9071-425c-4785-ab54-90b8d7b5ad39,F0003-D,3
2495cbc4-663d-4694-8e06-f78916819feb,F0003-D,3
288f3ded-d352-4261-b9c6-c67fa5df68ed,F0003-D,3
303b860b-a48b-468d-af38-442a27c04dfe,F0003-D,3
3c5c66f1-3203-4f55-a0ec-0756a6d1bac8,F0003-D,3
4e398ee5-947e-4078-a84e-1fdbbd8d3491,F0003-D,3
5155606e-28f6-4adf-8628-5391c997d42b,F0003-D,3
5180febb-2d2a-4d07-b0c2-101a653dffc2,F0003-D,3
59817377-4eae-4af4-8c99-7ab6e0cb5073,F0003-D,3
5da71981-b087-41f8-b9d6-2526fec49d2d,F0003-D,3
5e1ae937-7a6c-4909-a0d0-12f2ec950b3d,F0003-D,3
6444eb75-41ff-4a69-abf4-843622c680cd,F0003-D,3
699ac0ad-ef1b-4d8e-af33-c1c987077ddb,F0003-D,3
6b317bb1-8691-4170-8aa4-a1a6ba27c77f,F0003-D,3
727f350d-f5be-4f79-aec1-dcfab8884021,F0003-D,3
73717dca-907f-4111-b29e-b2e362e465fc,F0003-D,3
76790e78-9aeb-4987-ba55-d7939e1c7a95,F0003-D,3
7c16a3ad-88d2-4d0e-98a5-74d117415395,F0003-D,3
909bfa28-1f0c-4057-a83f-3c517ef0f7a8,F0003-D,3
92675c65-94e1-466b-8620-6ae4546569da,F0003-D,3
92cd9581-d810-49c3-a69c-871d88692b78,F0003-D,3
973f2877-63d9-4075-a638-e45ca6993d7f,F0003-D,3
9e314f0b-9e7f-4ffe-b90c-a46e21978f39,F0003-D,3
a6b3196f-765a-4b99-85eb-651352eaec92,F0003-D,3
a7c8161f-c7fc-4eda-9dd5-6736cf266d64,F0003-D,3
a80afffc-d7c6-4de0-90f9-98e4718d3dc7,F0003-D,3
a8f85e8c-8719-4de6-9af1-b63ff1de2cd2,F0003-D,3
b0ce6faa-b49c-45c4-8f0a-2013c8fdbfa7,F0003-D,3
b2640561-b7cd-4a4d-9347-095acab7f647,F0003-D,3
b62ae012-513d-47f2-9e47-4c0fa4d752d2,F0003-D,3
b639b435-7d48-40c7-bf28-290233e24fcf,F0003-D,3
b748371a-1add-4a2f-b429-77db60084d60,F0003-D,3
bb2244a7-205f-4ccf-8ec7-ad04c7b0eb1d,F0003-D,3
c5a8007d-76dc-46b5-aea9-36a1ef7e5e64,F0003-D,3
c5d0c7eb-bdd7-4eb1-ac05-4822cec9fe7a,F0003-D,3
d1c74e16-c6fb-415a-81de-4e7c0ad4e4c0,F0003-D,3
db0108d5-e2e7-49a8-a5ff-b80b6c9e1a06,F0003-D,3
dd0c2679-e675-4c5a-9412-c7e9acfc42c6,F0003-D,3
e6a2200c-6b29-4424-a2b8-3025425c3ed2,F0003-D,3
ebb4e5c5-5313-459d-8f4b-d22f81be61ae,F0003-D,3
ec0db5aa-c230-497e-8a81-0062bbef1f39,F0003-D,3
ee81b968-685c-4992-acf2-580a1ca4dd14,F0003-D,3
f002f35e-9088-4f8e-90a8-428c5e395c2f,F0003-D,3
fc0df05d-b341-4c25-a3a3-4d185e92e69c,F0003-D,3
05c844b5-63b1-48dc-b595-7c15621d4554,F0003-GM,4
10a50da1-442a-4c28-9afe-e5b4691e5f77,F0003-GM,4
1622a7e2-2701-4f71-acc9-7ea9f294d358,F0003-GM,4
1e065597-4da9-41ac-87ae-94de2f3fea48,F0003-GM,4
20376cd5-4d41-4b1a-b6fd-d67c98f33d4d,F0003-GM,4
22907289-e1b3-4814-8748-2145242dffe3,F0003-GM,4
24b8c7d1-52c4-4ea6-b295-1dd894cce641,F0003-GM,4
290745b6-f3e8-4608-ac60-7361e5871f63,F0003-GM,4
29353bd6-cda2-46d1-9ade-819365ce025e,F0003-GM,4
319a3b29-b13f-48c4-9dbe-b92bf1e8d39d,F0003-GM,4
3677287e-656f-4c07-a45e-29c1fc624937,F0003-GM,4
405d3420-074a-492a-b9df-e237a4bf1691,F0003-GM,4
531ef2df-cc8e-4331-8722-76576f275594,F0003-GM,4
54c8eca4-171a-40ab-a474-960619ce0099,F0003-GM,4
5a2ef70b-e9e3-46d0-9f9c-0ba66aaebd44,F0003-GM,4
5a8e44f5-80c0-42e5-8423-ffa2eb214f74,F0003-GM,4
7176c45c-eb00-486e-bc7d-e8df638b2c4f,F0003-GM,4
89e8ef48-d189-421e-ac7f-2f33dc18d06d,F0003-GM,4
8a5db352-4195-4a3d-b340-df46d8011b45,F0003-GM,4
955a8d54-152f-404b-ad82-283888609645,F0003-GM,4
9c88efed-ba76-42f6-891c-691f30a06056,F0003-GM,4
9cd7ae4f-5f2b-432f-b9e8-64b9bcdfbf1d,F0003-GM,4
a62f12d6-c881-443d-8c4d-93004d58ab87,F0003-GM,4
b13fc12c-5cf5-4cbb-95c9-60b303989de2,F0003-GM,4
b156f673-8071-459a-a920-d7802a576587,F0003-GM,4
b170e0bc-ba85-45b7-91cc-d70e8dc02daf,F0003-GM,4
b4c82da6-5077-4807-84dd-45d1e8e41d95,F0003-GM,4
b7f2b112-18da-4fcb-b351-20aa44842846,F0003-GM,4
bc6caf07-af7c-4374-bff7-30e0e942af0e,F0003-GM,4
c1b55a81-2e43-46b4-aed3-9d9a19e8c3cd,F0003-GM,4
c306f57e-2875-48c7-b6d2-4e125f39ed51,F0003-GM,4
c9818eff-8cd7-4cfc-a8b2-1aafa8996e9b,F0003-GM,4
cdebe1da-a6c2-47ba-8cf5-5d2594e2c3e1,F0003-GM,4
cf5f32fc-46fc-4247-a838-58e5c2b5d773,F0003-GM,4
d35b3a6a-1273-460b-8b22-91ebd5864753,F0003-GM,4
d423cd62-6857-458b-99e2-cdd175abd732,F0003-GM,4
d5214cb1-aded-4108-afe5-97173d828be7,F0003-GM,4
d66d6c4b-236a-45df-85a4-d3daee5fe03c,F0003-GM,4
d80af75b-b709-43b8-8a5b-30bb725d0cc2,F0003-GM,4
d820e431-6141-41ad-9361-68d3516d2d5e,F0003-GM,4
d88f3750-40bb-4843-b256-fcf5775d30b4,F0003-GM,4
dc59ac78-0493-4279-8357-9e7b328d59fd,F0003-GM,4
dc92bbf3-1efa-4cfd-a6da-39884efe0627,F0003-GM,4
df969c24-0b3b-41bf-9736-d8e889c6c250,F0003-GM,4
e0033c66-695f-46c8-be1c-79640b67b397,F0003-GM,4
e934a33d-8cd6-44c6-9baa-067c55421348,F0003-GM,4
ea9b9c4c-8283-4e96-b6f6-2bbcfdfe0ca1,F0003-GM,4
ee2ac4af-b50a-4c03-a9be-50a8c2723503,F0003-GM,4
eeb7cbf3-d37c-43d8-a543-4831456ed51f,F0003-GM,4
fba9bb50-1a28-46ea-bd4c-9e388d97f4e4,F0003-GM,4
0c38e1f3-de51-4331-bec9-625daed7160e,F0003-M,5
11f345b0-98c9-4414-bd7b-2f574273a8e6,F0003-M,5
14b9ee56-8933-4d97-86ed-da6e9be3afb9,F0003-M,5
15507c85-4f6f-4c91-abf3-4e7ae905cbb4,F0003-M,5
1a26d6e4-f729-4222-a95c-3d587ecec60b,F0003-M,5
1fbe574f-452f-4eee-801c-cf7c79096746,F0003-M,5
22358af4-0056-4013-84fb-dd304734cb17,F0003-M,5
268338f0-81f0-4ed3-aa2c-c27114169284,F0003-M,5
30c2a4ea-4873-484a-8594-85af29ac2deb,F0003-M,5
3286c01c-f681-4a6c-8ed4-364314c85a37,F0003-M,5
36e4d300-a7c5-429d-93b9-cfa8474ab017,F0003-M,5
451df06e-3cdd-4d57-8752-fb3901e04f88,F0003-M,5
4a311c90-867b-4cc7-9986-c2a886a41211,F0003-M,5
4c533553-9cd8-47b5-ba23-f0736ede11d4,F0003-M,5
4eb54439-a48d-406f-87fd-18f7f8bfc6e9,F0003-M,5
513e6843-1658-4694-bd81-8135f487b9fb,F0003-M,5
52d88e5d-bd6d-40fc-99f3-d43592fc7445,F0003-M,5
5eb032d5-88a9-4caf-8d54-d281aef619bf,F0003-M,5
63fe2094-f659-4aa8-915e-5bdad6b5f1ba,F0003-M,5
66213c42-379c-4325-b7a8-2f702a1cbe68,F0003-M,5
6aefc4b4-4abe-4847-85e3-eb744aa177b2,F0003-M,5
6bb29a40-af95-46ca-a882-dba9d7f1fc4e,F0003-M,5
708d9c4f-7c66-4c63-9deb-b39683827d52,F0003-M,5
710d7b14-19f7-45b4-b374-65769919df87,F0003-M,5
73ea0862-3e34-4528-953d-a7926fb80ffe,F0003-M,5
770a3fab-aff3-4d47-bcfe-b08f3450616f,F0003-M,5
7b1aab8e-87a9-4eab-a9ca-f07d826e2de2,F0003-M,5
7e6edd6b-5910-46d1-97bd-b6105194a748,F0003-M,5
7fdee6b1-e316-40b2-8c18-975d9c6d12f1,F0003-M,5
8bde7aa9-a2cb-4d9f-b530-9fba512f3d27,F0003-M,5
8e995743-b44c-4eae-b778-ceca636cf6a4,F0003-M,5
94a4bc21-120c-4d2b-8b81-d74e220e25b6,F0003-M,5
9a508bc4-08ef-418e-ae46-dd81b198c25e,F0003-M,5
a847ae0e-c8d7-49cc-b823-5ec1bdbd3ef4,F0003-M,5
aa0eb698-95e5-4300-851f-966577b6b983,F0003-M,5
adf27ebe-08a9-4275-aa1f-d547bec5dad7,F0003-M,5
b6c3e690-8a79-42f7-8541-b6faef423af1,F0003-M,5
b98dfeab-a61c-4622-9ab6-bb672d3ecd49,F0003-M,5
ba169ac0-56d0-4acb-a5b2-1322e7f1853c,F0003-M,5
c57c6781-1bff-4a29-a106-fc7b151c4734,F0003-M,5
cf045c13-d7a6-4d40-9e08-ad1a468f21a6,F0003-M,5
d12b07b6-f5b9-49ad-a024-2ba1c827f7cf,F0003-M,5
d3622554-ecb4-4a64-84e3-788a3392b5b8,F0003-M,5
dfbc47e4-8e69-4c0f-b4f1-e14fbe4cd882,F0003-M,5
dff99183-4c04-4a95-9a4c-a35a47c4a623,F0003-M,5
e8c125da-fcae-47fb-ad35-5ac20ea1d4d8,F0003-M,5
ea438c32-c3c2-424a-be4d-0266080587b6,F0003-M,5
ea612bc4-e855-405d-a380-3a31943282e5,F0003-M,5
ec5f4fd7-36c1-457b-91fc-538a2ff92183,F0003-M,5
f4b7fb6c-8a3a-47b4-b7b7-6b197cbc0b79,F0003-M,5
fc3bdd97-838f-4c88-a681-e25d68dfd69b,F0003-M,5
fef7a8c5-2b04-45e1-9b37-990139428292,F0003-M,5
